num_demande;heure_depart;coord_origin_x coord_origin_y;coord_dest_x coord_dest_y
12717;07:11:53;848064.32 6516844.165;842796.5538 6517916.824
12718;07:11:54;842054.231 6518403.904;842505.5921 6513395.731
12719;07:11:54;843745.4579 6519274.172;842919.9172 6515732.483
12720;07:11:54;845703.3208 6518196.854;843753.58 6517844.993
12721;07:11:54;848064.32 6516844.165;844271.8425 6514581.23
12722;07:11:54;848686.5822 6519991.76;843663.1435 6517741.544
12723;07:11:55;846824.2491 6515158.136;845907.0789 6516269.863
12724;07:11:55;843922.6974 6522654.106;842242.7878 6521564.413
12725;07:11:55;842817.5253 6523113.439;843233.9296 6519126.047
12726;07:11:55;845824.8242 6520672.882;838384.2401 6519748.948
12727;07:11:55;842282.7161 6519315.616;839915.295 6522035.949
12728;07:11:55;838327.426 6518415.239;838645.9528 6521048.512
12729;07:11:56;847405.1424 6522371.882;839915.295 6522035.949
12730;07:11:56;847405.1424 6522371.882;844799.2641 6515868.741
12731;07:11:57;845960.3578 6517176.221;848058.5022 6516827.363
12732;07:11:57;838004.0119 6518557.684;843788.9858 6520668.151
12733;07:11:57;841673.3388 6523302.842;840964.0753 6522865.293
12734;07:11:58;838488.018 6515283.056;842235.7091 6516293.948
12735;07:11:58;848064.32 6516844.165;844271.8425 6514581.23
12736;07:11:58;843231.2186 6523050.675;842467.2133 6517094.948
12737;07:11:58;838394.8643 6519750.834;848030.8359 6516071.329
12738;07:11:58;846149.3513 6514582.18;848105.1981 6520629.491
12739;07:11:58;838493.8211 6520191.898;846853.7584 6520442.925
12740;07:11:58;843653.2412 6511679.292;842612.9521 6512391.827
12741;07:11:59;844682.3803 6519207.364;848626.1678 6519918.092
12742;07:11:59;842488.4146 6521997.193;841797.6231 6521632.706
12743;07:11:59;838297.0179 6519808.649;842337.1654 6517157.97
12744;07:11:59;847379.4889 6516230.474;846631.1541 6515652.284
12745;07:11:59;842093.6319 6522270.188;840840.5641 6522220.413
12746;07:11:59;843231.2186 6523050.675;842110.7293 6521604.333
12747;07:11:59;848686.5822 6519991.76;841680.7444 6522087.499
12748;07:11:59;847214.1777 6522231.717;844371.8386 6519366.981
12749;07:11:59;847894.2626 6516121.358;844543.9976 6522078.856
12750;07:11:59;843525.3451 6519533.39;843512.1499 6521203.745
12751;07:12:00;839844.6579 6521929.923;841676.9624 6523298.06
12752;07:12:00;840764.1547 6514606.161;842568.3885 6522345.864
12753;07:12:01;838494.7422 6521231.894;839811.3127 6521449.299
12754;07:12:01;838288.0269 6517994.646;843820.8668 6518679.148
12755;07:12:01;840764.1547 6514606.161;841965.0611 6516313.545
12756;07:12:02;838832.8827 6519657.585;841233.72 6517867.333
12757;07:12:02;840764.1547 6514606.161;842658.1334 6518307.969
12758;07:12:02;848412.0348 6518596.906;843805.0948 6519217.807
12760;07:12:02;847405.1424 6522371.882;846703.856 6519445.272
12761;07:12:02;840764.1547 6514606.161;841047.3619 6518425.783
12762;07:12:03;841088.6077 6517607.771;843284.1825 6520506.655
12763;07:12:03;847405.1424 6522371.882;846813.3887 6515156.766
12764;07:12:03;847405.1424 6522371.882;843462.4736 6520067.727
12765;07:12:04;848094.1605 6520634.2;844689.177 6517907.346
12766;07:12:04;842553.3026 6520020.608;841732.9658 6518037.687
12767;07:12:04;842677.0153 6520360.372;843614.0549 6511823.084
12768;07:12:04;847894.2626 6516121.358;848626.1678 6519918.092
12769;07:12:04;843736.3864 6519329.5;843295.9945 6520442.763
12770;07:12:05;847405.1424 6522371.882;848626.1678 6519918.092
12771;07:12:05;840338.0926 6519914.8;841538.2856 6521486.682
12772;07:12:05;842413.1554 6518796.488;842640.1143 6517687.692
12773;07:12:06;843653.2412 6511679.292;844740.0441 6516997.251
12774;07:12:06;847405.1424 6522371.882;847251.2048 6517331.49
12775;07:12:06;841673.3388 6523302.842;840849.7213 6522684.867
12776;07:12:06;842926.7292 6518510.646;842859.0175 6519868.586
12777;07:12:07;842070.1383 6519832.769;847055.5559 6518838.097
12778;07:12:07;838027.6479 6518645.262;840954.6284 6514915.069
12779;07:12:07;842538.3832 6512317.894;843518.0367 6514113.928
12781;07:12:07;842538.3832 6512317.894;845352.8657 6521759.172
12782;07:12:08;842037.8564 6521341.971;844168.9461 6520013.912
12783;07:12:09;842563.2663 6521429.33;848058.5022 6516827.363
12784;07:12:09;846038.2833 6517667.067;848058.5022 6516827.363
12785;07:12:10;847938.312 6516101.313;840958.3012 6515026.233
12786;07:12:10;841930.3876 6517082.277;846952.0483 6519514.249
12787;07:12:10;844288.9585 6514512.87;844336.6637 6516567.505
12788;07:12:10;846151.7809 6521697.806;846813.3887 6515156.766
12789;07:12:10;840764.1547 6514606.161;839937.8105 6516513.579
12790;07:12:10;838493.8211 6520191.898;838645.9528 6521048.512
12791;07:12:11;843653.2412 6511679.292;842612.9521 6512391.827
12792;07:12:11;844538.0013 6517976.109;843614.0549 6511823.084
12793;07:12:11;838394.8643 6519750.834;842711.2262 6520548.567
12794;07:12:11;845518.8266 6520627.849;839915.295 6522035.949
12795;07:12:11;846825.0105 6519483.716;848626.1678 6519918.092
12796;07:12:12;848412.0348 6518596.906;841620.5839 6519409.64
12797;07:12:12;845741.7835 6519226.841;842319.2905 6520453.93
12798;07:12:12;840106.7053 6520256.378;838545.1 6520227.246
12799;07:12:12;843451.3684 6522800.073;842333.7147 6521914.677
12800;07:12:12;839458.8852 6518043.355;846679.7321 6522185.482
12801;07:12:12;847182.0389 6521161.811;848410.0004 6518585.079
12802;07:12:13;838394.8643 6519750.834;840394.152 6521046.062
12803;07:12:13;843653.2412 6511679.292;842612.9521 6512391.827
12804;07:12:13;838248.9538 6518279.239;844714.6087 6519789.348
12805;07:12:14;840764.1547 6514606.161;841922.7449 6513728.808
12806;07:12:14;847405.1424 6522371.882;847669.8991 6516586.949
12807;07:12:14;845251.509 6521345.768;844531.2521 6522842.237
12808;07:12:14;840868.505 6515786.183;843518.0367 6514113.928
12809;07:12:14;842064.3496 6523370.886;838384.2401 6519748.948
12810;07:12:14;844446.4911 6514896.116;841352.7485 6514622.081
12811;07:12:15;847797.2223 6519278.225;847952.8392 6517946.532
12812;07:12:15;839904.4962 6522032.37;841676.9624 6523298.06
12813;07:12:15;844263.8575 6520921.815;844385.8827 6519646.977
12814;07:12:15;848686.5822 6519991.76;845926.4416 6520719.566
12815;07:12:15;838297.0179 6519808.649;842367.1035 6517755.778
12816;07:12:15;847214.1777 6522231.717;846506.9502 6522773.04
12817;07:12:16;840764.1547 6514606.161;845084.7016 6517886.368
12818;07:12:16;843606.8995 6519534.626;842768.1558 6518530.36
12819;07:12:16;848686.5822 6519991.76;844546.7907 6522808.183
12820;07:12:17;840764.1547 6514606.161;842373.2171 6519968.891
12822;07:12:17;843231.2186 6523050.675;840757.0095 6514681.71
12823;07:12:17;844288.9585 6514512.87;843793.0556 6520546.51
12824;07:12:17;842064.3496 6523370.886;841698.7848 6521974.698
12825;07:12:17;847938.312 6516101.313;846813.3887 6515156.766
12826;07:12:17;845249.2576 6518386.492;843704.7847 6519546.496
12827;07:12:18;838494.7422 6521231.894;838425.764 6519833.21
12829;07:12:18;838203.463 6516396.535;838453.603 6515651.704
12830;07:12:19;845169.4526 6520247.447;843628.3962 6522021.957
12831;07:12:19;839634.8895 6518852.684;838217.8353 6516414.631
12832;07:12:19;840764.1547 6514606.161;843458.7841 6515969.46
12833;07:12:19;838297.0179 6519808.649;839098.0895 6518309.054
12834;07:12:19;848686.5822 6519991.76;845980.8743 6518328.315
12835;07:12:20;838488.018 6515283.056;841455.5028 6517319.63
12836;07:12:20;842538.3832 6512317.894;843518.0367 6514113.928
12837;07:12:20;843066.933 6519629.325;844879.1804 6518415.512
12838;07:12:20;844288.9585 6514512.87;842130.6323 6518697.815
12839;07:12:21;841452.2138 6517332.131;843518.0367 6514113.928
12840;07:12:21;844685.2605 6521671.654;842201.013 6520922.566
12841;07:12:21;841705.6304 6523029.56;846330.62 6519299.029
12842;07:12:21;841382.8349 6519631.39;843473.7769 6519254.484
12843;07:12:22;846085.0284 6518988.012;846489.7765 6519972.363
12844;07:12:22;838488.018 6515283.056;841047.3619 6518425.783
12845;07:12:22;846032.7946 6517643.338;844480.6145 6515274.359
12846;07:12:23;843653.2412 6511679.292;848030.8359 6516071.329
12847;07:12:23;846997.7249 6520777.521;843021.853 6519228.383
12848;07:12:23;844845.4792 6517404.983;844371.0892 6519372.934
12849;07:12:23;844988.5297 6519678.874;843781.4003 6519399.425
12850;07:12:23;847214.1777 6522231.717;846701.6179 6522594.407
12851;07:12:24;844077.6662 6516266.303;844436.7352 6519514.336
12852;07:12:24;846797.4695 6521477.38;848058.5022 6516827.363
12853;07:12:24;845853.5816 6519299.479;841792.2807 6518463.719
12854;07:12:24;842538.3832 6512317.894;846039.5915 6517167.79
12855;07:12:24;837520.5794 6518364.542;840986.5009 6515017.994
12856;07:12:24;844288.9585 6514512.87;846121.8366 6514578.699
12857;07:12:24;848686.5822 6519991.76;844771.4124 6520764.815
12858;07:12:24;844288.9585 6514512.87;847127.2364 6520109.686
12860;07:12:25;844794.2036 6515786.421;842491.771 6519654.82
12861;07:12:25;847405.1424 6522371.882;838560.0533 6520256.856
12862;07:12:25;843660.1331 6523028.952;844721.0665 6521674.965
12863;07:12:25;846508.1718 6521941.062;848626.1678 6519918.092
12864;07:12:26;839082.4988 6519464.991;838425.764 6519833.21
12865;07:12:26;843145.5512 6517525.061;840975.8368 6516471.295
12866;07:12:26;844288.9585 6514512.87;843184.6388 6516682.867
12867;07:12:26;845235.0689 6520365.636;844513.2035 6521010.637
12868;07:12:26;847405.1424 6522371.882;844272.5762 6519871.942
12869;07:12:26;843653.2412 6511679.292;848030.8359 6516071.329
12870;07:12:26;842864.3014 6516643.19;848626.1678 6519918.092
12871;07:12:26;845364.9644 6515864.335;844271.8425 6514581.23
12872;07:12:27;838297.0179 6519808.649;848030.8359 6516071.329
12873;07:12:27;848686.5822 6519991.76;845932.4228 6520720.039
12874;07:12:27;844288.9585 6514512.87;848030.8359 6516071.329
12875;07:12:27;838394.8643 6519750.834;844640.243 6521359.095
12876;07:12:27;843910.7707 6520778.755;844510.1813 6519424.032
12877;07:12:27;846599.1382 6518914.016;848410.0004 6518585.079
12878;07:12:27;843818.8675 6520376.948;842318.3725 6520431.483
12879;07:12:27;842834.1357 6521012.413;844638.5756 6515094.045
12880;07:12:27;840764.1547 6514606.161;840211.1324 6515274.609
12881;07:12:28;848064.32 6516844.165;846268.5586 6517384.298
12882;07:12:28;847405.1424 6522371.882;845321.1861 6522210.524
12883;07:12:28;840719.2215 6519446.182;842117.616 6521860.73
12884;07:12:28;843353.8655 6518263.059;842372.717 6516660.37
12885;07:12:28;845997.0379 6521080.207;842881.1036 6519843.063
12887;07:12:28;841682.415 6516336.628;841867.5379 6521634.25
12888;07:12:28;842546.7905 6519558.061;842773.757 6517133.789
12889;07:12:29;840168.7233 6519162.661;839352.1446 6518632.258
12890;07:12:29;847938.312 6516101.313;844673.9768 6515181.445
12891;07:12:30;845428.2612 6518588.269;844614.1169 6515075.364
12892;07:12:30;841004.3972 6519778.958;844270.6673 6518961.028
12893;07:12:30;846119.4113 6516594.483;846111.7681 6520620.349
12894;07:12:30;844027.9993 6522361.347;848030.8359 6516071.329
12895;07:12:31;840764.1547 6514606.161;841280.3383 6515673.027
12896;07:12:31;848064.32 6516844.165;846268.8177 6515773.608
12897;07:12:31;848686.5822 6519991.76;845395.4585 6519961.764
12898;07:12:31;838394.8643 6519750.834;842971.4637 6515911.439
12899;07:12:31;838297.0179 6519808.649;838645.9528 6521048.512
12900;07:12:31;846680.6595 6516210.523;841079.1351 6521680.493
12901;07:12:31;845923.7177 6520007.534;848410.0004 6518585.079
12902;07:12:31;843653.2412 6511679.292;843518.0367 6514113.928
12903;07:12:32;842271.0848 6523149.329;843136.1969 6520526.254
12904;07:12:32;840057.5849 6515105.857;844404.5008 6520212.733
12905;07:12:32;842822.9627 6520757.777;846083.0891 6517685.049
12906;07:12:32;843813.0581 6517782.822;843098.8938 6517891.652
12907;07:12:32;844486.7475 6522567.017;842496.9983 6519042.617
12908;07:12:32;840513.5856 6515211.317;838476.2564 6515285.436
12909;07:12:32;844606.1239 6517321.605;844573.5298 6518973.377
12910;07:12:32;842619.9703 6517073.453;838560.0533 6520256.856
12911;07:12:32;844022.7772 6520080.46;843782.6886 6520704.66
12912;07:12:33;841956.9875 6522135.07;842738.6829 6522007.696
12913;07:12:33;848412.0348 6518596.906;840113.5431 6519003.554
12914;07:12:33;848686.5822 6519991.76;846385.3361 6517249.34
12915;07:12:33;838494.7422 6521231.894;842154.5573 6521188.797
12916;07:12:33;848094.1605 6520634.2;848410.0004 6518585.079
12917;07:12:33;840550.6167 6522053.807;841376.8863 6517830.64
12918;07:12:33;840021.0062 6518446.271;842245.4984 6520541.41
12919;07:12:33;844213.635 6518523.777;843126.7621 6518339.556
12920;07:12:34;848412.0348 6518596.906;848030.8359 6516071.329
12921;07:12:34;839343.03 6515964.272;842230.3505 6518891.185
12922;07:12:35;844530.8613 6518850.724;846813.3887 6515156.766
12923;07:12:35;840764.1547 6514606.161;843518.0367 6514113.928
12924;07:12:35;838646.3534 6516418.74;841851.9472 6518035.309
12925;07:12:35;839100.842 6520766.671;838700.8501 6519857.874
12926;07:12:35;837520.5794 6518364.542;838867.7163 6520694.742
12927;07:12:35;843665.0249 6518787.297;843537.7249 6519448.003
12928;07:12:36;844288.9585 6514512.87;844706.2729 6520101.983
12929;07:12:36;838394.8643 6519750.834;842488.8359 6519345.947
12930;07:12:36;848094.1605 6520634.2;843221.2918 6518812.037
12931;07:12:36;842258.984 6516682.452;844271.8425 6514581.23
12932;07:12:36;845726.7929 6520381.74;843782.2551 6520626.419
12933;07:12:36;848686.5822 6519991.76;845398.1165 6523282.866
12934;07:12:36;838494.7422 6521231.894;841404.5128 6518994.288
12935;07:12:36;844522.3483 6522840.924;844315.6721 6520616.715
12936;07:12:37;844160.2926 6516078.09;848058.5022 6516827.363
12937;07:12:37;847720.3967 6519754.84;845409.6385 6516283.641
12938;07:12:37;848686.5822 6519991.76;844935.1997 6522264.708
12939;07:12:37;840764.1547 6514606.161;841190.399 6516004.472
12940;07:12:37;840764.1547 6514606.161;842147.1285 6516507.686
12941;07:12:37;843980.4304 6519300.786;847503.8237 6517088.385
12942;07:12:38;840764.1547 6514606.161;842970.6556 6518255.231
12943;07:12:38;840096.0854 6519836.254;840141.4699 6519006.414
12944;07:12:38;842609.5925 6522512.333;839915.295 6522035.949
12945;07:12:38;846321.1525 6519132.319;844704.2644 6519939.482
12946;07:12:38;844288.9585 6514512.87;843767.0004 6518254.95
12947;07:12:38;845853.5816 6519299.479;843587.928 6518635.081
12948;07:12:39;838394.8643 6519750.834;843211.8955 6517839.816
12949;07:12:39;842201.013 6520922.566;847954.8139 6517390.915
12950;07:12:39;842569.41 6521198.424;841580.1186 6521863.099
12951;07:12:39;841649.0778 6520652.376;843235.9029 6523046.925
12952;07:12:39;838488.018 6515283.056;838117.3536 6516910.86
12953;07:12:39;847405.1424 6522371.882;845482.9127 6520339.295
12954;07:12:39;846993.2226 6518865.775;842087.8499 6519067.834
12955;07:12:40;848094.1605 6520634.2;848626.1678 6519918.092
12956;07:12:40;844217.0299 6514755.328;844955.8382 6516453.394
12957;07:12:40;839826.9666 6518783.745;846944.704 6518349.094
12958;07:12:40;842346.179 6518926.084;838645.9528 6521048.512
12959;07:12:40;838392.0164 6516417.444;840757.0095 6514681.71
12960;07:12:40;846923.1909 6518190.256;846813.3887 6515156.766
12961;07:12:41;840449.5035 6519726.625;842560.398 6521452.557
12962;07:12:41;837520.5794 6518364.542;839153.0351 6518636.242
12963;07:12:41;840764.1547 6514606.161;843776.4001 6520757.763
12964;07:12:41;843126.7621 6518339.556;843662.0004 6519068.584
12965;07:12:41;842262.6476 6516534.459;844887.4932 6519583.103
12966;07:12:41;842429.3359 6521908.308;842280.055 6521058.55
12967;07:12:42;838297.0179 6519808.649;842692.0657 6516795.809
12968;07:12:43;843454.222 6519192.932;848058.5022 6516827.363
12969;07:12:43;844295.6489 6519246.21;843274.2343 6519495.115
12970;07:12:43;847214.1777 6522231.717;848626.1678 6519918.092
12971;07:12:43;838894.5424 6517973.983;839651.562 6519061.955
12972;07:12:43;843007.9128 6521993.973;842680.9112 6520313.95
12973;07:12:43;838394.8643 6519750.834;841189.9541 6520567.624
12974;07:12:43;838493.8211 6520191.898;838645.9528 6521048.512
12975;07:12:43;846168.5653 6518088.401;848058.5022 6516827.363
12976;07:12:43;845119.7372 6516340.599;844986.1602 6515197.993
12977;07:12:44;847145.0412 6520663.94;848626.1678 6519918.092
12978;07:12:44;847106.7291 6516325.714;848030.8359 6516071.329
12979;07:12:44;842489.9057 6518730.585;848030.8359 6516071.329
12980;07:12:44;844846.2479 6515835.643;848030.8359 6516071.329
12981;07:12:44;845387.5923 6515861.538;844271.8425 6514581.23
12982;07:12:44;842542.4236 6518729.36;843808.8509 6518342.026
12983;07:12:44;847938.312 6516101.313;846813.3887 6515156.766
12984;07:12:44;847318.6298 6520168.709;846083.0891 6517685.049
12985;07:12:44;838744.3932 6520442.024;841112.9693 6519027.885
12986;07:12:44;841504.5257 6514159.776;843518.0367 6514113.928
12987;07:12:45;843564.9876 6522345.423;845392.8365 6521646.815
12988;07:12:45;838297.0179 6519808.649;842101.3243 6518653.815
12989;07:12:45;840517.3764 6515889.48;838417.061 6515651.562
12990;07:12:45;844778.7685 6520561.464;846813.3887 6515156.766
12991;07:12:45;840521.4066 6518105.77;841597.511 6518503.602
12992;07:12:46;845746.0107 6521269.79;840955.0082 6518207.472
12993;07:12:46;847405.1424 6522371.882;844471.2186 6520217.304
12994;07:12:46;839528.0278 6519722.228;839260.5107 6517696.888
12995;07:12:46;846394.4916 6516669.707;846174.1054 6517616.655
12996;07:12:47;838488.018 6515283.056;841996.9814 6519365.648
12997;07:12:47;838394.8643 6519750.834;847215.8031 6522250.153
12998;07:12:47;845549.6758 6515594.251;843129.008 6522277.063
12999;07:12:47;838493.8211 6520191.898;841791.8965 6520871.6
13000;07:12:47;844065.8484 6516920.093;842023.4373 6518457.621
13001;07:12:47;843219.1339 6520432.897;842476.1711 6522385.238
13002;07:12:48;848064.32 6516844.165;843575.0561 6520807.546
13003;07:12:48;838699.2185 6520388.105;841871.5695 6514976.633
13004;07:12:48;843320.9236 6518940.995;840972.4508 6516478.383
13005;07:12:48;843581.6513 6519697.753;841965.8688 6522461.441
13006;07:12:49;844879.1804 6518415.512;845474.2915 6518174.346
