num_demande;heure_depart;coord_origin_x coord_origin_y;coord_dest_x coord_dest_y
17340;07:19:22;847405.1424 6522371.882;847947.5504 6518339.368
17341;07:19:22;846357.719 6522969.425;847215.8031 6522250.153
17342;07:19:22;838694.1289 6520384.928;845605.5719 6520630.789
17343;07:19:22;838394.8643 6519750.834;842239.5089 6516487.972
17344;07:19:22;839338.1931 6515891.224;848030.8359 6516071.329
17345;07:19:22;838494.7422 6521231.894;842697.8092 6518183.343
17346;07:19:23;845965.9025 6517361.987;848058.5022 6516827.363
17347;07:19:23;845616.969 6519243.873;842256.4682 6520514.678
17348;07:19:23;848064.32 6516844.165;845084.7016 6517886.368
17350;07:19:23;838355.252 6517065.895;842390.2495 6515926.236
17351;07:19:23;846769.449 6518458.205;848410.0004 6518585.079
17352;07:19:23;848094.1605 6520634.2;844299.588 6520706.799
17353;07:19:23;838493.8211 6520191.898;841687.9942 6522004.441
17354;07:19:23;843653.2412 6511679.292;842122.7538 6518534.344
17355;07:19:23;844550.7542 6518327.126;845222.3914 6518305.877
17356;07:19:23;844721.5665 6519756.662;845143.3665 6522269.63
17357;07:19:23;838488.018 6515283.056;840857.8133 6515076.342
17358;07:19:24;846149.3513 6514582.18;845734.9936 6516572.583
17359;07:19:24;845550.0078 6515183.674;844255.5041 6514883.364
17360;07:19:24;842796.2943 6517560.248;845924.5436 6516222.517
17361;07:19:24;844522.3483 6522840.924;844701.7644 6521604.716
17362;07:19:24;838394.8643 6519750.834;838645.9528 6521048.512
17363;07:19:24;845905.8821 6519879.461;844711.9687 6519210.034
17364;07:19:24;842435.4542 6521477.458;843604.1149 6522090.246
17365;07:19:24;846086.6776 6517923.677;848030.8359 6516071.329
17366;07:19:24;847405.1424 6522371.882;841651.4686 6519884.869
17367;07:19:24;838394.8643 6519750.834;840227.0699 6520062.745
17368;07:19:24;842538.3832 6512317.894;843078.624 6519045.082
17369;07:19:25;839401.9227 6520037.049;842330.1867 6519583.399
17370;07:19:25;843841.3761 6520327.768;843440.8635 6519598.066
17371;07:19:25;839471.8346 6518650.203;842552.9681 6517223.238
17372;07:19:25;840764.1547 6514606.161;842271.7997 6519417.557
17373;07:19:25;838488.018 6515283.056;841442.6622 6514841.877
17374;07:19:25;844288.9585 6514512.87;841659.0664 6519674.055
17376;07:19:25;843112.5689 6519172.736;846100.9584 6522134.629
17377;07:19:26;846824.2491 6515158.136;846955.6692 6517826.157
17378;07:19:26;847938.312 6516101.313;846512.3418 6515545.03
17379;07:19:26;842979.8796 6516818.906;846581.0637 6517619.472
17380;07:19:26;844665.1713 6517795.071;848030.8359 6516071.329
17381;07:19:26;846149.3513 6514582.18;848105.1981 6520629.491
17382;07:19:26;840123.3941 6521363.186;838645.9528 6521048.512
17383;07:19:26;839949.4729 6518048.968;840820.8891 6515148.601
17384;07:19:26;842538.3832 6512317.894;843591.5451 6519116.396
17385;07:19:26;845377.1884 6520765.565;841263.0922 6520577.257
17386;07:19:26;848412.0348 6518596.906;844234.8385 6522369.276
17387;07:19:26;842012.6578 6521676.154;842874.3489 6522589.586
17388;07:19:26;839108.7413 6517287.689;838645.9528 6521048.512
17389;07:19:26;846824.2491 6515158.136;846007.1014 6517389.182
17390;07:19:27;845789.8137 6520592.229;839915.295 6522035.949
17391;07:19:27;844583.029 6515206.04;842144.1923 6516466.518
17392;07:19:27;845826.4022 6519434.094;848410.0004 6518585.079
17393;07:19:27;838494.7422 6521231.894;840443.9003 6522012.201
17394;07:19:27;844624.2608 6519559.106;838425.764 6519833.21
17395;07:19:27;838494.7422 6521231.894;845037.8025 6519403.444
17396;07:19:27;841658.7975 6520571.236;844739.6396 6519550.808
17397;07:19:27;845742.2713 6517843.806;842267.0459 6520594.902
17398;07:19:27;841209.2822 6516104.473;844716.0551 6522286.247
17399;07:19:28;844288.9585 6514512.87;842612.9521 6512391.827
17400;07:19:28;843820.471 6518030.707;838645.9528 6521048.512
17401;07:19:28;843568.7602 6520844.056;844701.7644 6521604.716
17402;07:19:28;844288.9585 6514512.87;845328.357 6517237.951
17403;07:19:28;848412.0348 6518596.906;845887.4142 6515028.057
17404;07:19:28;844288.9585 6514512.87;842905.6164 6518075.987
17405;07:19:28;845472.9123 6519003.084;846798.7272 6516973.729
17406;07:19:28;844741.4003 6522638.919;845389.3001 6523281.057
17407;07:19:28;845295.6635 6521122.428;844535.5508 6522279.958
17408;07:19:29;848686.5822 6519991.76;842025.3913 6520758.145
17409;07:19:29;842064.3496 6523370.886;843521.3643 6520073.411
17410;07:19:29;847938.312 6516101.313;844271.8425 6514581.23
17411;07:19:29;843174.3602 6522648.346;842697.8092 6518183.343
17412;07:19:29;840824.7082 6518874.596;842396.3359 6513185.094
17413;07:19:29;844629.9236 6516114.238;841541.2065 6518882.49
17414;07:19:29;847405.1424 6522371.882;846813.3887 6515156.766
17415;07:19:29;847938.312 6516101.313;842201.0334 6518780.535
17416;07:19:29;844548.9303 6517321.439;838645.9528 6521048.512
17417;07:19:29;845418.9947 6516046.678;848030.8359 6516071.329
17418;07:19:29;844288.9585 6514512.87;842913.6243 6517631.849
17419;07:19:29;841830.2178 6517980.905;842106.7944 6518820.563
17420;07:19:29;848064.32 6516844.165;847096.8647 6518100.581
17421;07:19:29;845187.1408 6516639.646;844926.8317 6515276.351
17422;07:19:29;838394.8643 6519750.834;842653.3807 6521431.425
17423;07:19:29;844598.2514 6516805.977;845731.0421 6515335.374
17424;07:19:29;838493.8211 6520191.898;842184.7633 6520409.365
17425;07:19:30;846756.3514 6519818.654;848030.8359 6516071.329
17426;07:19:30;847405.1424 6522371.882;844271.8425 6514581.23
17427;07:19:30;843924.6313 6522655.778;844546.7907 6522808.183
17428;07:19:30;848208.7517 6518980.45;848626.1678 6519918.092
17429;07:19:30;838394.8643 6519750.834;839977.7387 6519980.178
17430;07:19:30;842538.3832 6512317.894;843614.0549 6511823.084
17431;07:19:30;841179.7781 6518183.782;839946.3586 6519753.971
17432;07:19:30;838488.018 6515283.056;845256.7118 6518564.399
17433;07:19:30;841927.0091 6519331.816;838645.9528 6521048.512
17434;07:19:30;844288.9585 6514512.87;844680.0085 6518056.463
17435;07:19:31;845470.4147 6517382.541;843673.4185 6518266.088
17436;07:19:31;838488.018 6515283.056;844985.3043 6517577.128
17437;07:19:31;841719.8236 6521097.649;846813.3887 6515156.766
17438;07:19:31;841620.2481 6519247.438;843382.2199 6517814.953
17439;07:19:31;843653.2412 6511679.292;841406.0458 6517835.636
17440;07:19:31;847214.1777 6522231.717;845924.4375 6522052.746
17441;07:19:31;843259.5335 6518239.751;842675.7348 6517665.893
17442;07:19:31;839904.4962 6522032.37;846106.2291 6522468.002
17443;07:19:31;844341.9731 6518607.244;842699.0358 6518395.079
17444;07:19:31;841323.5058 6519675.566;842873.4197 6519141.132
17445;07:19:31;840982.6022 6522836.838;841676.9624 6523298.06
17446;07:19:31;848412.0348 6518596.906;842565.171 6518155.202
17447;07:19:31;838394.8643 6519750.834;840825.2961 6522191.84
17448;07:19:31;838394.8643 6519750.834;844433.9882 6518126.735
17449;07:19:32;843653.2412 6511679.292;842612.9521 6512391.827
17450;07:19:32;838493.8211 6520191.898;840452.1444 6521279.616
17451;07:19:32;842850.2279 6520393.96;845167.0598 6518442.31
17452;07:19:32;838494.7422 6521231.894;846496.4581 6519355.025
17453;07:19:32;838394.8643 6519750.834;838645.9528 6521048.512
17454;07:19:32;841824.1818 6522876.764;842067.6018 6523365.844
17455;07:19:32;838816.77 6518612.061;840774.3744 6522259.993
17456;07:19:32;838297.0179 6519808.649;839668.3025 6519024.507
17457;07:19:32;846824.2491 6515158.136;847052.1074 6518410.541
17458;07:19:32;848412.0348 6518596.906;845807.9954 6518424.014
17459;07:19:32;848686.5822 6519991.76;841523.2254 6518583.124
17460;07:19:32;840764.1547 6514606.161;841560.9708 6517523.759
17461;07:19:33;843653.2412 6511679.292;842612.9521 6512391.827
17462;07:19:33;844392.9866 6518778.94;840711.1315 6520273.543
17463;07:19:33;838394.8643 6519750.834;839994.0788 6521844.688
17464;07:19:33;845280.6725 6519475.276;844513.8326 6519503.311
17465;07:19:33;845932.7829 6520646.608;845049.533 6520584.521
17466;07:19:33;845292.6892 6521543.358;848058.5022 6516827.363
17467;07:19:33;841170.4329 6517744.8;848030.8359 6516071.329
17468;07:19:33;842538.3832 6512317.894;845006.3576 6515565.931
17469;07:19:33;847405.1424 6522371.882;840597.819 6518428.057
17470;07:19:33;846569.5175 6520777.621;844189.3613 6520435.39
17471;07:19:34;844676.0198 6520797.865;844080.6369 6519365.68
17472;07:19:34;847938.312 6516101.313;844271.8425 6514581.23
17473;07:19:34;847405.1424 6522371.882;848626.1678 6519918.092
17474;07:19:34;839425.5529 6520912.892;842603.6352 6520762.672
17476;07:19:34;838394.8643 6519750.834;838645.9528 6521048.512
17477;07:19:34;847405.1424 6522371.882;841806.2718 6522267.102
17478;07:19:34;843123.0016 6518592.025;842496.5297 6519041.133
17480;07:19:34;846457.1344 6519033.148;847654.5605 6518490.338
17481;07:19:34;843072.9945 6520884.009;843628.3962 6522021.957
17482;07:19:34;840764.1547 6514606.161;841090.5992 6516976.165
17484;07:19:35;843653.2412 6511679.292;842612.9521 6512391.827
17485;07:19:35;839904.4962 6522032.37;846174.9303 6519234.091
17486;07:19:35;845319.4249 6520217.673;840757.0095 6514681.71
17487;07:19:35;848064.32 6516844.165;844711.9493 6518293.76
17488;07:19:35;847214.1777 6522231.717;846068.9455 6522473.38
17489;07:19:35;848686.5822 6519991.76;846049.1051 6520614.425
17490;07:19:35;845581.4863 6519258.711;845830.94 6522033.378
17491;07:19:35;848412.0348 6518596.906;845775.4562 6520787.566
17492;07:19:35;846149.3513 6514582.18;848030.8359 6516071.329
17493;07:19:35;844094.8169 6519164.619;841862.3847 6519234.793
17494;07:19:35;845807.9954 6518424.014;846813.3887 6515156.766
17495;07:19:35;843653.2412 6511679.292;848030.8359 6516071.329
17496;07:19:35;846643.0914 6521401.879;846121.8366 6514578.699
17497;07:19:35;838488.018 6515283.056;841843.3336 6520133.387
17498;07:19:35;838394.8643 6519750.834;843055.7985 6518585.805
17499;07:19:35;840764.1547 6514606.161;842505.3619 6518018.64
17500;07:19:35;838509.66 6518477.284;838261.8087 6516352.107
17501;07:19:35;841673.3388 6523302.842;839915.295 6522035.949
17502;07:19:35;845740.0155 6521269.552;848410.0004 6518585.079
17503;07:19:36;847405.1424 6522371.882;846115.3809 6517667.938
17504;07:19:36;845556.9844 6521550.313;844428.4245 6515262.386
17505;07:19:36;841120.1176 6519661.998;843656.9246 6519834.17
17506;07:19:36;842627.1213 6515903.43;840757.0095 6514681.71
17507;07:19:36;838297.0179 6519808.649;838663.7926 6519055.045
17508;07:19:36;840764.1547 6514606.161;842207.0008 6519160.569
17509;07:19:36;843188.0165 6518881.968;843410.6103 6515200.763
17510;07:19:36;846436.0745 6518936.783;844510.4913 6518881.138
17511;07:19:36;844694.004 6519454.278;847276.9955 6519320.775
17512;07:19:36;847938.312 6516101.313;846093.1171 6517650.725
17513;07:19:36;843287.2001 6518553.646;842218.3115 6518773.16
17514;07:19:36;840296.5175 6516523.637;841379.4276 6517922.896
17515;07:19:36;842075.5926 6520067.276;846299.3784 6517363.927
17516;07:19:36;843518.7893 6514119.881;842612.9521 6512391.827
17517;07:19:36;842092.7236 6520905.22;841236.065 6516041.226
17518;07:19:37;844637.0766 6515818.264;839462.717 6515135.377
17519;07:19:37;843307.5953 6521377.06;846291.5154 6522466.926
17521;07:19:37;847405.1424 6522371.882;845381.3349 6521964.65
17522;07:19:37;840239.8032 6515381.9;842030.011 6515383.06
17523;07:19:37;842093.2049 6520683.07;846140.482 6517609.879
17524;07:19:37;844288.9585 6514512.87;848030.8359 6516071.329
17525;07:19:37;839996.5828 6518063.372;841034.2184 6518410.552
17526;07:19:37;841705.9268 6522332.876;844288.4838 6519479.205
17527;07:19:37;846917.8144 6520089.116;848030.8359 6516071.329
17528;07:19:37;847842.2924 6519214.882;848410.0004 6518585.079
17529;07:19:37;845730.95 6521835.688;842230.3505 6518891.185
17530;07:19:37;843231.2186 6523050.675;842017.364 6522149.1
17531;07:19:38;845336.076 6515671.479;848058.5022 6516827.363
17532;07:19:38;843972.512 6520400.306;847491.2721 6518525.95
17533;07:19:38;846149.3513 6514582.18;848030.8359 6516071.329
17534;07:19:38;845502.2049 6515321.061;845989.2081 6515695.312
17536;07:19:38;847405.1424 6522371.882;842244.638 6518979.269
17537;07:19:38;842064.3496 6523370.886;840193.3157 6521561.473
17538;07:19:38;838394.8643 6519750.834;839862.2622 6521977.728
17539;07:19:38;843840.2683 6517571.661;845292.6892 6521543.358
17540;07:19:39;844922.8957 6519758.413;846902.7055 6519220.512
17541;07:19:39;840056.9892 6517938.119;842837.141 6518111.049
17542;07:19:39;845391.2673 6515410.632;847520.6391 6517392.046
17544;07:19:39;840764.1547 6514606.161;842658.1334 6518307.969
17545;07:19:39;843172.1724 6518517.637;845341.9224 6518184.295
17547;07:19:39;837520.5794 6518364.542;839100.4498 6518554.305
17548;07:19:39;841984.4128 6519337.587;841621.575 6518569.401
17549;07:19:39;842309.0766 6516199.301;843308.9266 6516057.047
17550;07:19:39;842538.3832 6512317.894;843614.0549 6511823.084
17551;07:19:39;838394.8643 6519750.834;844116.2844 6520369.246
17552;07:19:39;839317.7389 6517889.081;839104.5539 6520740.097
17553;07:19:39;846923.2174 6520412.363;842770.7594 6519183.018
17554;07:19:40;847405.1424 6522371.882;847073.5722 6517145.163
17556;07:19:40;846824.2491 6515158.136;843508.4482 6520797.101
17557;07:19:40;842299.5201 6520971.107;842379.588 6521770.992
17558;07:19:40;848412.0348 6518596.906;841732.2865 6519437.742
17559;07:19:40;840011.1091 6518244.763;838229.0658 6518609.807
17560;07:19:40;844406.2867 6520467.152;846143.23 6522628.899
17561;07:19:40;842538.3832 6512317.894;848030.8359 6516071.329
17562;07:19:40;838488.018 6515283.056;842585.8788 6516294.477
17563;07:19:40;845414.4631 6519487.894;847611.2457 6516373.37
17564;07:19:40;842538.3832 6512317.894;843518.0367 6514113.928
17565;07:19:40;845657.2477 6517087.613;842871.9632 6520090.213
17566;07:19:40;847425.6866 6520081.303;845458.6042 6521657.543
17567;07:19:40;844395.5899 6516541.482;844531.2521 6522842.237
17568;07:19:40;848064.32 6516844.165;844822.574 6515483.074
17569;07:19:40;848064.32 6516844.165;842047.4217 6518563.703
17570;07:19:41;846936.203 6521565.67;844498.5663 6520807.013
17571;07:19:41;843211.4387 6518923.725;844371.5015 6519794.947
17572;07:19:41;848412.0348 6518596.906;842349.9078 6520910.071
17573;07:19:41;842538.3832 6512317.894;843614.0549 6511823.084
17574;07:19:41;846011.9617 6519407.663;848058.5022 6516827.363
17575;07:19:41;842845.3219 6520437.276;845225.5393 6521851.686
17576;07:19:41;848064.32 6516844.165;847327.4997 6518503.79
17577;07:19:41;838488.018 6515283.056;842834.0639 6513192.664
17578;07:19:41;847405.1424 6522371.882;841118.7061 6520568.38
17579;07:19:41;842496.5297 6519041.133;845581.7506 6518574.977
17580;07:19:41;846961.1309 6518475.011;847520.6391 6517392.046
17581;07:19:41;848686.5822 6519991.76;844416.4126 6519551.264
17582;07:19:41;840104.0769 6516791.325;843915.3452 6520252.337
17583;07:19:41;847686.6145 6516635.858;845924.0638 6517669.525
17584;07:19:41;845159.9568 6519323.015;843054.0247 6515741.627
17585;07:19:42;847405.1424 6522371.882;845834.5867 6516034.82
17586;07:19:42;838394.8643 6519750.834;848030.8359 6516071.329
17587;07:19:42;843231.2186 6523050.675;841460.3907 6522066.946
17588;07:19:42;846186.2816 6522407.057;845398.1165 6523282.866
17589;07:19:42;843288.9337 6518712.532;846104.8228 6517687.351
17590;07:19:42;847894.2626 6516121.358;841676.9624 6523298.06
17591;07:19:42;843653.2412 6511679.292;838873.9976 6518144.038
17592;07:19:42;845711.9776 6518963.107;845882.5914 6521610.678
17593;07:19:43;841426.4199 6514531.58;842612.9521 6512391.827
17594;07:19:43;842573.3802 6521295.157;842891.5713 6518763.032
17595;07:19:43;838297.0179 6519808.649;838663.7926 6519055.045
17596;07:19:43;840106.0678 6519938.85;842382.4919 6519895.778
17597;07:19:43;840821.7566 6518717.997;842101.3243 6518653.815
17598;07:19:43;842555.0363 6520043.961;844782.2572 6519524.043
17599;07:19:43;848094.1605 6520634.2;847045.4806 6519126.536
17600;07:19:43;844288.9585 6514512.87;842176.0521 6516396.497
17601;07:19:43;844378.5284 6519928.864;844531.2521 6522842.237
17603;07:19:43;838494.7422 6521231.894;841748.25 6518785.644
17604;07:19:44;845323.3792 6516536.508;848030.8359 6516071.329
17605;07:19:44;840825.2961 6522191.84;841676.9624 6523298.06
17606;07:19:44;842619.9703 6517073.453;844510.4913 6518881.138
17607;07:19:44;842538.3832 6512317.894;848030.8359 6516071.329
17608;07:19:44;847405.1424 6522371.882;845186.7089 6521928.587
17609;07:19:44;838394.8643 6519750.834;842997.2075 6518884.568
17610;07:19:44;838394.8643 6519750.834;841460.1132 6523104.109
17611;07:19:44;847214.1777 6522231.717;846348.3935 6522741.484
17612;07:19:44;838494.7422 6521231.894;839393.9606 6518570.286
17613;07:19:44;842064.3496 6523370.886;842088.7892 6521075.082
17614;07:19:44;842064.3496 6523370.886;839789.1823 6521806.471
17615;07:19:44;841522.4326 6520455.491;842488.8359 6519345.947
17616;07:19:44;839385.8727 6518998.091;838645.9528 6521048.512
17617;07:19:44;844288.9585 6514512.87;844537.5858 6517912.733
17618;07:19:44;838493.8211 6520191.898;841676.9624 6523298.06
17619;07:19:44;838494.7422 6521231.894;842700.961 6518590.562
17620;07:19:44;838488.018 6515283.056;842612.9521 6512391.827
17621;07:19:44;838394.8643 6519750.834;844106.0993 6518557.842
17622;07:19:44;848686.5822 6519991.76;844116.2844 6520369.246
17623;07:19:44;847405.1424 6522371.882;848626.1678 6519918.092
17624;07:19:45;846427.4149 6519327.754;841676.9624 6523298.06
17626;07:19:45;847405.1424 6522371.882;846091.1116 6522406.951
17628;07:19:45;844318.44 6517378.279;843973.6675 6514979.557
17629;07:19:45;839256.0547 6517700.906;838425.764 6519833.21
17630;07:19:45;847624.4195 6516472.551;842998.8977 6518311.429
17631;07:19:45;847405.1424 6522371.882;845451.4212 6520126.381
17632;07:19:45;848094.1605 6520634.2;840757.0095 6514681.71
17633;07:19:45;842858.8189 6521201.808;844027.9993 6522361.347
17634;07:19:45;843653.2412 6511679.292;842612.9521 6512391.827
17635;07:19:45;844679.7573 6517677.192;846055.4504 6519182.767
17636;07:19:45;838305.5025 6517046.425;842130.6323 6518697.815
17637;07:19:45;846961.1309 6518475.011;845921.221 6517856.031
17638;07:19:46;848064.32 6516844.165;842398.2787 6516973.826
17639;07:19:46;848412.0348 6518596.906;844832.8959 6522285.618
17640;07:19:46;838297.0179 6519808.649;839693.548 6519538.326
17641;07:19:46;847938.312 6516101.313;846163.9255 6517107.432
17642;07:19:46;843231.2186 6523050.675;843306.375 6518298.607
17644;07:19:46;843653.2412 6511679.292;840757.0095 6514681.71
17645;07:19:46;847839.568 6520452.692;843659.904 6519507.661
17646;07:19:46;847946.8468 6517946.835;848030.8359 6516071.329
17647;07:19:46;845423.7295 6515643.118;846163.972 6517583.418
17648;07:19:46;843653.2412 6511679.292;839403.5332 6517084.059
17649;07:19:46;847405.1424 6522371.882;842643.5122 6519716.108
17650;07:19:47;841746.0389 6516326.237;848030.8359 6516071.329
17651;07:19:47;844699.693 6516258.084;841966.1146 6518380.76
17652;07:19:47;838494.7422 6521231.894;842101.3243 6518653.815
17653;07:19:47;844686.9668 6515715.022;844137.379 6520761.859
17654;07:19:47;837520.5794 6518364.542;838203.4909 6518571.464
17655;07:19:47;841018.1931 6514722.137;846896.6278 6516401.053
17656;07:19:47;837520.5794 6518364.542;839497.9628 6518353.813
17657;07:19:47;847280.6141 6519387.995;847453.9438 6518243.153
17658;07:19:47;837520.5794 6518364.542;839270.4092 6518645.401
17659;07:19:47;841673.3388 6523302.842;840528.3774 6522541.01
17660;07:19:47;848094.1605 6520634.2;844690.8835 6522276.712
17661;07:19:47;842224.1581 6521137.091;843235.9029 6523046.925
17662;07:19:47;842567.4865 6519045.105;846399.5267 6522218.247
17663;07:19:47;838024.4017 6518513.005;839083.9818 6517313.942
17664;07:19:48;841935.37 6520617.211;847119.1139 6517244.715
17665;07:19:48;844991.0497 6520427.625;840372.0709 6520890.045
17666;07:19:48;843058.4551 6521792.985;838560.0533 6520256.856
17667;07:19:48;848686.5822 6519991.76;841809.5751 6521956.153
17668;07:19:48;843313.9199 6521489.907;840757.0095 6514681.71
17669;07:19:48;838372.3642 6516850.512;838645.9528 6521048.512
17670;07:19:48;842400.71 6518353.03;841236.065 6516041.226
17671;07:19:48;844763.6497 6519195.814;846183.8333 6518765.602
17672;07:19:48;840397.9954 6516799.564;840957.2242 6518573.959
17673;07:19:48;848412.0348 6518596.906;846085.0284 6518988.012
17674;07:19:48;838494.7422 6521231.894;843486.8113 6519162.591
17675;07:19:48;847405.1424 6522371.882;847862.9033 6517616.893
17676;07:19:48;843653.2412 6511679.292;842612.9521 6512391.827
17677;07:19:48;838494.7422 6521231.894;841193.9369 6522939.45
17678;07:19:49;843864.1689 6517628.508;844853.7213 6515147.993
17679;07:19:49;846703.6538 6518336.202;848058.5022 6516827.363
17680;07:19:49;838494.7422 6521231.894;843145.5512 6517525.061
17681;07:19:49;839943.3089 6516511.05;841676.9624 6523298.06
17682;07:19:49;842538.3832 6512317.894;843335.4144 6515755.524
17683;07:19:49;838301.6156 6517495.097;840141.4699 6519006.414
17684;07:19:49;844080.6369 6519365.68;842030.011 6515383.06
17685;07:19:49;841673.3388 6523302.842;841267.7004 6522874.501
17686;07:19:50;847910.9557 6518710.785;847762.7018 6516803.573
17687;07:19:50;837564.0554 6517521.478;838203.463 6516396.535
17688;07:19:50;837520.5794 6518364.542;838730.5789 6519852.423
17689;07:19:50;838394.8643 6519750.834;842830.6703 6520346.354
17690;07:19:50;843206.0073 6518600.626;838645.9528 6521048.512
17691;07:19:50;847938.312 6516101.313;842612.9521 6512391.827
17692;07:19:50;842538.3832 6512317.894;841455.5028 6517319.63
17693;07:19:50;847405.1424 6522371.882;847863.6125 6518289.853
17694;07:19:50;848094.1605 6520634.2;847648.1497 6517361.786
17695;07:19:50;847405.1424 6522371.882;838560.0533 6520256.856
17696;07:19:50;848064.32 6516844.165;844803.6524 6515903.334
17697;07:19:50;844288.9585 6514512.87;845574.6732 6517104.05
17698;07:19:51;843231.2186 6523050.675;842891.5713 6518763.032
17699;07:19:51;840920.467 6520998.653;838560.0533 6520256.856
17700;07:19:51;843452.6952 6517827.708;848410.0004 6518585.079
17701;07:19:51;843653.2412 6511679.292;841443.529 6514828.1
17702;07:19:51;845278.9404 6521467.497;846196.1938 6517907.994
17703;07:19:51;837520.5794 6518364.542;840957.2242 6518573.959
17704;07:19:51;840318.9833 6515701.127;843582.4395 6516114.025
17705;07:19:51;839097.6736 6518985.998;838425.764 6519833.21
17706;07:19:51;845051.8077 6519600.39;840757.0095 6514681.71
17707;07:19:51;845310.5397 6519411.008;846223.4431 6519407.615
17708;07:19:51;838394.8643 6519750.834;846813.3887 6515156.766
17709;07:19:51;846824.2491 6515158.136;841555.4311 6518491.379
17710;07:19:51;841611.5172 6518582.51;841704.8138 6519357.783
17711;07:19:51;848094.1605 6520634.2;843520.4183 6520717.403
17712;07:19:51;838494.7422 6521231.894;842561.6845 6518135.899
17713;07:19:51;845199.9034 6516494.708;845469.6841 6518178.19
17714;07:19:52;839539.8952 6519834.706;842549.7551 6519802.793
17715;07:19:52;841504.5257 6514159.776;838645.9528 6521048.512
17716;07:19:52;838394.8643 6519750.834;844865.5671 6518168.589
17717;07:19:52;838394.8643 6519750.834;844271.8425 6514581.23
17718;07:19:52;848686.5822 6519991.76;842039.5015 6520362.466
17719;07:19:52;842921.0135 6517715.332;837744.2805 6518347.869
17720;07:19:52;837520.5794 6518364.542;840757.0095 6514681.71
17721;07:19:52;840728.1638 6515059.345;837603.1631 6518446.139
17722;07:19:52;838488.018 6515283.056;838089.1764 6518577.951
17723;07:19:52;839411.0604 6518813.492;838425.764 6519833.21
17724;07:19:52;842538.3832 6512317.894;842539.9987 6519101.04
17725;07:19:53;837520.5794 6518364.542;837942.1955 6517055.666
17726;07:19:53;841258.9432 6517987.88;840757.0095 6514681.71
17727;07:19:53;841677.9873 6522713.067;845675.5455 6521895.847
17728;07:19:53;842223.1368 6515807.357;843132.366 6515755.231
17729;07:19:53;847405.1424 6522371.882;848030.8359 6516071.329
17730;07:19:53;838494.7422 6521231.894;844711.9493 6518293.76
17731;07:19:53;847938.312 6516101.313;846813.3887 6515156.766
17732;07:19:53;844763.6497 6519195.814;846017.7294 6519426.685
17733;07:19:53;839279.6048 6519625.379;838645.9528 6521048.512
17734;07:19:53;842505.6836 6520695.97;838560.0533 6520256.856
17735;07:19:53;840764.1547 6514606.161;841704.8138 6519357.783
17736;07:19:53;847672.6148 6518219.936;848030.8359 6516071.329
17738;07:19:53;840764.1547 6514606.161;843016.0051 6515845.752
17739;07:19:53;847405.1424 6522371.882;844395.9705 6519623.479
17741;07:19:53;839706.2869 6519405.264;838952.7742 6516593.398
17742;07:19:53;846131.7664 6520155.877;842323.113 6520347.851
17743;07:19:53;842538.3832 6512317.894;843614.0549 6511823.084
17744;07:19:53;848094.1605 6520634.2;843650.5539 6520737.111
17745;07:19:54;842538.3832 6512317.894;840452.1444 6521279.616
17746;07:19:54;841673.3388 6523302.842;840741.6248 6522593.971
17747;07:19:54;844288.9585 6514512.87;842062.2163 6516538.272
17748;07:19:54;838494.7422 6521231.894;845148.5212 6518075.301
17749;07:19:54;844673.9768 6515181.445;848030.8359 6516071.329
17750;07:19:54;841417.0701 6517909.322;840626.3555 6517289.101
17751;07:19:54;843653.2412 6511679.292;841472.4051 6517971.692
17752;07:19:54;844372.0998 6518962.859;838425.764 6519833.21
17753;07:19:54;846243.6328 6516018.778;844271.8425 6514581.23
17754;07:19:54;842451.9482 6518690.825;838425.764 6519833.21
17755;07:19:54;844288.9585 6514512.87;844721.2098 6514927.067
17756;07:19:55;848686.5822 6519991.76;846398.9297 6517168.574
17757;07:19:55;838394.8643 6519750.834;841694.3456 6519315.714
17758;07:19:55;840764.1547 6514606.161;841578.8631 6517672.008
17759;07:19:55;847405.1424 6522371.882;844486.7475 6522567.017
17760;07:19:55;838488.018 6515283.056;841924.858 6513928.188
17761;07:19:55;843991.6502 6517198.277;848030.8359 6516071.329
17762;07:19:55;846043.0907 6521170.169;848626.1678 6519918.092
17763;07:19:55;844346.3786 6517373.761;838645.9528 6521048.512
17764;07:19:55;846770.8444 6516851.475;848058.5022 6516827.363
17765;07:19:55;843365.5802 6519093.109;838645.9528 6521048.512
17766;07:19:55;844288.9585 6514512.87;844905.4419 6516732.411
17767;07:19:55;838394.8643 6519750.834;845025.8388 6522046.908
17768;07:19:55;838493.8211 6520191.898;842733.1679 6519831.497
17770;07:19:55;839266.5725 6520658.961;842546.9768 6520825.783
17771;07:19:55;843653.2412 6511679.292;842998.2193 6518969.518
17772;07:19:55;842541.5552 6521636.889;848058.5022 6516827.363
17773;07:19:56;844438.4806 6519099.385;847119.1139 6517244.715
17774;07:19:56;840647.6151 6522454.605;845933.2735 6522093.98
17775;07:19:56;841184.2533 6521415.249;840482.0804 6522158.514
17776;07:19:56;841667.318 6520375.525;842162.9974 6518190.186
17779;07:19:56;840129.6218 6520512.385;838645.9528 6521048.512
17780;07:19:56;841815.1676 6518593.701;844271.8425 6514581.23
17781;07:19:56;843813.0581 6517782.822;843268.9078 6518048.325
17782;07:19:57;838394.8643 6519750.834;838645.9528 6521048.512
17783;07:19:57;844288.9585 6514512.87;846817.8173 6516988.627
